arquivo,classe,area_px,aspect_ratio,solidez,circularidade,perimetro
0_coleta_20260420_161821_milho_20260420_160312.jpg,milho,641182,1.5064,0.0633,0.0183,20987
90_coleta_20260420_161821_milho_20260420_160312.jpg,milho,641182,0.6639,0.0633,0.0183,20987
180_coleta_20260420_161821_milho_20260420_160312.jpg,milho,641182,1.5064,0.0633,0.0183,20987
270_coleta_20260420_161821_milho_20260420_160312.jpg,milho,641182,0.6639,0.0633,0.0183,20987
0_coleta_20260420_161824_milho_20260420_160304.jpg,milho,536490,1.5102,0.0522,0.0259,16144
90_coleta_20260420_161824_milho_20260420_160304.jpg,milho,536490,0.6622,0.0522,0.0259,16144
180_coleta_20260420_161824_milho_20260420_160304.jpg,milho,536490,1.5102,0.0522,0.0259,16144
270_coleta_20260420_161824_milho_20260420_160304.jpg,milho,536490,0.6622,0.0522,0.0259,16144
0_coleta_20260420_162001_milho_20260420_160014.jpg,milho,351926,1.3333,0.0293,0.0049,30191
90_coleta_20260420_162001_milho_20260420_160014.jpg,milho,351926,0.75,0.0293,0.0049,30191
180_coleta_20260420_162001_milho_20260420_160014.jpg,milho,351926,1.3333,0.0293,0.0049,30191
270_coleta_20260420_162001_milho_20260420_160014.jpg,milho,351926,0.75,0.0293,0.0049,30191
0_IMG_20260419_160812484_HDR.jpg,milho,98234,1.2958,0.0168,0.0484,5048
90_IMG_20260419_160812484_HDR.jpg,milho,98234,0.7717,0.0168,0.0484,5048
180_IMG_20260419_160812484_HDR.jpg,milho,98234,1.2958,0.0168,0.0484,5048
270_IMG_20260419_160812484_HDR.jpg,milho,98234,0.7717,0.0168,0.0484,5048
0_IMG_20260419_161042830_HDR.jpg,milho,355403,1.3304,0.0555,0.0398,10588
90_IMG_20260419_161042830_HDR.jpg,milho,355403,0.7516,0.0555,0.0398,10588
180_IMG_20260419_161042830_HDR.jpg,milho,355403,1.3304,0.0555,0.0398,10588
270_IMG_20260419_161042830_HDR.jpg,milho,355403,0.7516,0.0555,0.0398,10588
0_IMG_20260419_160801508_HDR.jpg,milho,621475,1.2833,0.0543,0.0262,17264
90_IMG_20260419_160801508_HDR.jpg,milho,621475,0.7792,0.0543,0.0262,17264
180_IMG_20260419_160801508_HDR.jpg,milho,621475,1.2833,0.0543,0.0262,17264
270_IMG_20260419_160801508_HDR.jpg,milho,621475,0.7792,0.0543,0.0262,17264
0_IMG_20260419_160900422_HDR.jpg,milho,301179,1.1938,0.1184,0.0783,6954
90_IMG_20260419_160900422_HDR.jpg,milho,301179,0.8376,0.1184,0.0783,6954
180_IMG_20260419_160900422_HDR.jpg,milho,301179,1.1938,0.1184,0.0783,6954
270_IMG_20260419_160900422_HDR.jpg,milho,301179,0.8376,0.1184,0.0783,6954
0_IMG_20260419_161108959_HDR.jpg,milho,399598,1.6823,0.0492,0.0184,16502
90_IMG_20260419_161108959_HDR.jpg,milho,399598,0.5944,0.0492,0.0184,16502
180_IMG_20260419_161108959_HDR.jpg,milho,399598,1.6823,0.0492,0.0184,16502
270_IMG_20260419_161108959_HDR.jpg,milho,399598,0.5944,0.0492,0.0184,16502
0_IMG_20260419_161031858_HDR.jpg,milho,363712,1.6226,0.0415,0.0285,12662
90_IMG_20260419_161031858_HDR.jpg,milho,363712,0.6163,0.0415,0.0285,12662
180_IMG_20260419_161031858_HDR.jpg,milho,363712,1.6226,0.0415,0.0285,12662
270_IMG_20260419_161031858_HDR.jpg,milho,363712,0.6163,0.0415,0.0285,12662
0_IMG_20260419_160714545_HDR.jpg,milho,226792,1.4089,0.0317,0.0438,8068
90_IMG_20260419_160714545_HDR.jpg,milho,226792,0.7098,0.0317,0.0438,8068
180_IMG_20260419_160714545_HDR.jpg,milho,226792,1.4089,0.0317,0.0438,8068
270_IMG_20260419_160714545_HDR.jpg,milho,226792,0.7098,0.0317,0.0438,8068
0_coleta_20260420_161755_milho_20260420_160335.jpg,milho,517000,1.3499,0.0443,0.0159,20239
90_coleta_20260420_161755_milho_20260420_160335.jpg,milho,517000,0.7408,0.0443,0.0159,20239
180_coleta_20260420_161755_milho_20260420_160335.jpg,milho,517000,1.3499,0.0443,0.0159,20239
270_coleta_20260420_161755_milho_20260420_160335.jpg,milho,517000,0.7408,0.0443,0.0159,20239
0_coleta_20260420_161847_milho_20260420_160244.jpg,milho,433890,1.3881,0.0381,0.0199,16536
90_coleta_20260420_161847_milho_20260420_160244.jpg,milho,433890,0.7204,0.0381,0.0199,16536
180_coleta_20260420_161847_milho_20260420_160244.jpg,milho,433890,1.3881,0.0381,0.0199,16536
270_coleta_20260420_161847_milho_20260420_160244.jpg,milho,433890,0.7204,0.0381,0.0199,16536
0_IMG_20260419_160732642_HDR.jpg,milho,529315,0.8631,0.0722,0.0187,18839
90_IMG_20260419_160732642_HDR.jpg,milho,529315,1.1586,0.0722,0.0187,18839
180_IMG_20260419_160732642_HDR.jpg,milho,529315,0.8631,0.0722,0.0187,18839
270_IMG_20260419_160732642_HDR.jpg,milho,529315,1.1586,0.0722,0.0187,18839
0_IMG_20260419_160728433_HDR.jpg,milho,405321,1.0456,0.0469,0.0192,16286
90_IMG_20260419_160728433_HDR.jpg,milho,405321,0.9564,0.0469,0.0192,16286
180_IMG_20260419_160728433_HDR.jpg,milho,405321,1.0456,0.0469,0.0192,16286
270_IMG_20260419_160728433_HDR.jpg,milho,405321,0.9564,0.0469,0.0192,16286
0_IMG_20260419_161038757_HDR.jpg,milho,1187313,1.3169,0.1072,0.0217,26205
90_IMG_20260419_161038757_HDR.jpg,milho,1187313,0.7594,0.1072,0.0217,26205
180_IMG_20260419_161038757_HDR.jpg,milho,1187313,1.3169,0.1072,0.0217,26205
270_IMG_20260419_161038757_HDR.jpg,milho,1187313,0.7594,0.1072,0.0217,26205
0_coleta_20260420_161943_milho_20260420_160131.jpg,milho,229816,1.3437,0.0195,0.0154,13697
90_coleta_20260420_161943_milho_20260420_160131.jpg,milho,229816,0.7442,0.0195,0.0154,13697
180_coleta_20260420_161943_milho_20260420_160131.jpg,milho,229816,1.3437,0.0195,0.0154,13697
270_coleta_20260420_161943_milho_20260420_160131.jpg,milho,229816,0.7442,0.0195,0.0154,13697
0_coleta_20260420_161937_milho_20260420_160137.jpg,milho,241712,1.3333,0.0201,0.0002,120043
90_coleta_20260420_161937_milho_20260420_160137.jpg,milho,241712,0.75,0.0201,0.0002,120043
180_coleta_20260420_161937_milho_20260420_160137.jpg,milho,241712,1.3333,0.0201,0.0002,120043
270_coleta_20260420_161937_milho_20260420_160137.jpg,milho,241712,0.75,0.0201,0.0002,120043
0_coleta_20260420_161933_milho_20260420_160141.jpg,milho,339304,1.3333,0.0283,0.0014,55134
90_coleta_20260420_161933_milho_20260420_160141.jpg,milho,339304,0.75,0.0283,0.0014,55134
180_coleta_20260420_161933_milho_20260420_160141.jpg,milho,339304,1.3333,0.0283,0.0014,55134
270_coleta_20260420_161933_milho_20260420_160141.jpg,milho,339304,0.75,0.0283,0.0014,55134
0_coleta_20260420_161759_milho_20260420_160331.jpg,milho,114276,1.3729,0.01,0.0235,7822
90_coleta_20260420_161759_milho_20260420_160331.jpg,milho,114276,0.7284,0.01,0.0235,7822
180_coleta_20260420_161759_milho_20260420_160331.jpg,milho,114276,1.3729,0.01,0.0235,7822
270_coleta_20260420_161759_milho_20260420_160331.jpg,milho,114276,0.7284,0.01,0.0235,7822
0_IMG_20260419_160930309_HDR.jpg,milho,535341,1.4332,0.048,0.007,31106
90_IMG_20260419_160930309_HDR.jpg,milho,535341,0.6978,0.048,0.007,31106
180_IMG_20260419_160930309_HDR.jpg,milho,535341,1.4332,0.048,0.007,31106
270_IMG_20260419_160930309_HDR.jpg,milho,535341,0.6978,0.048,0.007,31106
0_coleta_20260420_161917_milho_20260420_160201.jpg,milho,522859,1.3996,0.0457,0.0211,17638
90_coleta_20260420_161917_milho_20260420_160201.jpg,milho,522859,0.7145,0.0457,0.0211,17638
180_coleta_20260420_161917_milho_20260420_160201.jpg,milho,522859,1.3996,0.0457,0.0211,17638
270_coleta_20260420_161917_milho_20260420_160201.jpg,milho,522859,0.7145,0.0457,0.0211,17638
0_coleta_20260420_161903_milho_20260420_160219.jpg,milho,412419,1.5522,0.04,0.0098,23000
90_coleta_20260420_161903_milho_20260420_160219.jpg,milho,412419,0.6442,0.04,0.0098,23000
180_coleta_20260420_161903_milho_20260420_160219.jpg,milho,412419,1.5522,0.04,0.0098,23000
270_coleta_20260420_161903_milho_20260420_160219.jpg,milho,412419,0.6442,0.04,0.0098,23000
0_coleta_20260420_161838_milho_20260420_160252.jpg,milho,120556,1.3244,0.0103,0.0262,7598
90_coleta_20260420_161838_milho_20260420_160252.jpg,milho,120556,0.7551,0.0103,0.0262,7598
180_coleta_20260420_161838_milho_20260420_160252.jpg,milho,120556,1.3244,0.0103,0.0262,7598
270_coleta_20260420_161838_milho_20260420_160252.jpg,milho,120556,0.7551,0.0103,0.0262,7598
0_coleta_20260420_161814_milho_20260420_160318.jpg,milho,820549,1.3066,0.0973,0.0207,22312
90_coleta_20260420_161814_milho_20260420_160318.jpg,milho,820549,0.7654,0.0973,0.0207,22312
180_coleta_20260420_161814_milho_20260420_160318.jpg,milho,820549,1.3066,0.0973,0.0207,22312
270_coleta_20260420_161814_milho_20260420_160318.jpg,milho,820549,0.7654,0.0973,0.0207,22312
0_coleta_20260420_161811_milho_20260420_160320.jpg,milho,246931,1.4356,0.0226,0.0181,13078
90_coleta_20260420_161811_milho_20260420_160320.jpg,milho,246931,0.6966,0.0226,0.0181,13078
180_coleta_20260420_161811_milho_20260420_160320.jpg,milho,246931,1.4356,0.0226,0.0181,13078
270_coleta_20260420_161811_milho_20260420_160320.jpg,milho,246931,0.6966,0.0226,0.0181,13078
0_coleta_20260420_162019_milho_20260420_155941.jpg,milho,638079,1.3173,0.0538,0.0071,33546
90_coleta_20260420_162019_milho_20260420_155941.jpg,milho,638079,0.7591,0.0538,0.0071,33546
180_coleta_20260420_162019_milho_20260420_155941.jpg,milho,638079,1.3173,0.0538,0.0071,33546
270_coleta_20260420_162019_milho_20260420_155941.jpg,milho,638079,0.7591,0.0538,0.0071,33546
0_IMG_20260419_161001049_HDR.jpg,milho,278247,1.6973,0.0521,0.0353,9958
90_IMG_20260419_161001049_HDR.jpg,milho,278247,0.5892,0.0521,0.0353,9958
180_IMG_20260419_161001049_HDR.jpg,milho,278247,1.6973,0.0521,0.0353,9958
270_IMG_20260419_161001049_HDR.jpg,milho,278247,0.5892,0.0521,0.0353,9958
0_coleta_20260420_161849_milho_20260420_160242.jpg,milho,341334,1.3741,0.0304,0.0158,16479
90_coleta_20260420_161849_milho_20260420_160242.jpg,milho,341334,0.7277,0.0304,0.0158,16479
180_coleta_20260420_161849_milho_20260420_160242.jpg,milho,341334,1.3741,0.0304,0.0158,16479
270_coleta_20260420_161849_milho_20260420_160242.jpg,milho,341334,0.7277,0.0304,0.0158,16479
0_IMG_20260419_161016659_HDR.jpg,milho,692774,1.2747,0.0604,0.0236,19203
90_IMG_20260419_161016659_HDR.jpg,milho,692774,0.7845,0.0604,0.0236,19203
180_IMG_20260419_161016659_HDR.jpg,milho,692774,1.2747,0.0604,0.0236,19203
270_IMG_20260419_161016659_HDR.jpg,milho,692774,0.7845,0.0604,0.0236,19203
0_IMG_20260419_160932850_HDR.jpg,milho,436874,1.1263,0.0568,0.0215,15989
90_IMG_20260419_160932850_HDR.jpg,milho,436874,0.8879,0.0568,0.0215,15989
180_IMG_20260419_160932850_HDR.jpg,milho,436874,1.1263,0.0568,0.0215,15989
270_IMG_20260419_160932850_HDR.jpg,milho,436874,0.8879,0.0568,0.0215,15989
0_IMG_20260419_161050068_HDR.jpg,milho,708145,1.4551,0.0795,0.0282,17757
90_IMG_20260419_161050068_HDR.jpg,milho,708145,0.6872,0.0795,0.0282,17757
180_IMG_20260419_161050068_HDR.jpg,milho,708145,1.4551,0.0795,0.0282,17757
270_IMG_20260419_161050068_HDR.jpg,milho,708145,0.6872,0.0795,0.0282,17757
0_coleta_20260420_162036_milho_20260420_155911.jpg,milho,320799,1.3333,0.0267,0.0033,34912
90_coleta_20260420_162036_milho_20260420_155911.jpg,milho,320799,0.75,0.0267,0.0033,34912
180_coleta_20260420_162036_milho_20260420_155911.jpg,milho,320799,1.3333,0.0267,0.0033,34912
270_coleta_20260420_162036_milho_20260420_155911.jpg,milho,320799,0.75,0.0267,0.0033,34912
0_IMG_20260419_160112975_HDR.jpg,erva_daninha,129602,0.7145,0.0323,0.0126,11365
90_IMG_20260419_160112975_HDR.jpg,erva_daninha,129602,1.3995,0.0323,0.0126,11365
180_IMG_20260419_160112975_HDR.jpg,erva_daninha,129602,0.7145,0.0323,0.0126,11365
270_IMG_20260419_160112975_HDR.jpg,erva_daninha,129602,1.3995,0.0323,0.0126,11365
0_coleta_20260420_161651_erva_daninha_20260420_160919.jpg,erva_daninha,881435,1.3333,0.0735,0.0012,94562
90_coleta_20260420_161651_erva_daninha_20260420_160919.jpg,erva_daninha,881435,0.75,0.0735,0.0012,94562
180_coleta_20260420_161651_erva_daninha_20260420_160919.jpg,erva_daninha,881435,1.3333,0.0735,0.0012,94562
270_coleta_20260420_161651_erva_daninha_20260420_160919.jpg,erva_daninha,881435,0.75,0.0735,0.0012,94562
0_IMG_20260419_155918532_HDR.jpg,erva_daninha,109073,1.1457,0.024,0.0137,10012
90_IMG_20260419_155918532_HDR.jpg,erva_daninha,109073,0.8728,0.024,0.0137,10012
180_IMG_20260419_155918532_HDR.jpg,erva_daninha,109073,1.1457,0.024,0.0137,10012
270_IMG_20260419_155918532_HDR.jpg,erva_daninha,109073,0.8728,0.024,0.0137,10012
0_IMG_20260419_160132780_HDR.jpg,erva_daninha,131872,1.5246,0.0353,0.0082,14236
90_IMG_20260419_160132780_HDR.jpg,erva_daninha,131872,0.6559,0.0353,0.0082,14236
180_IMG_20260419_160132780_HDR.jpg,erva_daninha,131872,1.5246,0.0353,0.0082,14236
270_IMG_20260419_160132780_HDR.jpg,erva_daninha,131872,0.6559,0.0353,0.0082,14236
0_coleta_20260420_161544_erva_daninha_20260420_161118.jpg,erva_daninha,9437450,1.3333,0.7865,0.0007,423658
90_coleta_20260420_161544_erva_daninha_20260420_161118.jpg,erva_daninha,9437450,0.75,0.7865,0.0007,423658
180_coleta_20260420_161544_erva_daninha_20260420_161118.jpg,erva_daninha,9437450,1.3333,0.7865,0.0007,423658
270_coleta_20260420_161544_erva_daninha_20260420_161118.jpg,erva_daninha,9437450,0.75,0.7865,0.0007,423658
0_IMG_20260419_155948980_HDR.jpg,erva_daninha,73357,1.2364,0.0216,0.0078,10906
90_IMG_20260419_155948980_HDR.jpg,erva_daninha,73357,0.8088,0.0216,0.0078,10906
180_IMG_20260419_155948980_HDR.jpg,erva_daninha,73357,1.2364,0.0216,0.0078,10906
270_IMG_20260419_155948980_HDR.jpg,erva_daninha,73357,0.8088,0.0216,0.0078,10906
0_coleta_20260420_161521_erva_daninha_20260420_161147.jpg,erva_daninha,9009317,1.3333,0.7508,0.0005,477495
90_coleta_20260420_161521_erva_daninha_20260420_161147.jpg,erva_daninha,9009317,0.75,0.7508,0.0005,477495
180_coleta_20260420_161521_erva_daninha_20260420_161147.jpg,erva_daninha,9009317,1.3333,0.7508,0.0005,477495
270_coleta_20260420_161521_erva_daninha_20260420_161147.jpg,erva_daninha,9009317,0.75,0.7508,0.0005,477495
0_coleta_20260420_161622_erva_daninha_20260420_161024.jpg,erva_daninha,100624,0.9182,0.0128,0.0152,9132
90_coleta_20260420_161622_erva_daninha_20260420_161024.jpg,erva_daninha,100624,1.0891,0.0128,0.0152,9132
180_coleta_20260420_161622_erva_daninha_20260420_161024.jpg,erva_daninha,100624,0.9182,0.0128,0.0152,9132
270_coleta_20260420_161622_erva_daninha_20260420_161024.jpg,erva_daninha,100624,1.0891,0.0128,0.0152,9132
0_IMG_20260419_155843956_HDR.jpg,erva_daninha,144429,0.5363,0.0299,0.0069,16242
90_IMG_20260419_155843956_HDR.jpg,erva_daninha,144429,1.8645,0.0299,0.0069,16242
180_IMG_20260419_155843956_HDR.jpg,erva_daninha,144429,0.5363,0.0299,0.0069,16242
270_IMG_20260419_155843956_HDR.jpg,erva_daninha,144429,1.8645,0.0299,0.0069,16242
0_coleta_20260420_161508_erva_daninha_20260420_161150.jpg,erva_daninha,9484308,1.3333,0.7904,0.0006,463850
90_coleta_20260420_161508_erva_daninha_20260420_161150.jpg,erva_daninha,9484308,0.75,0.7904,0.0006,463850
180_coleta_20260420_161508_erva_daninha_20260420_161150.jpg,erva_daninha,9484308,1.3333,0.7904,0.0006,463850
270_coleta_20260420_161508_erva_daninha_20260420_161150.jpg,erva_daninha,9484308,0.75,0.7904,0.0006,463850
0_coleta_20260420_161702_erva_daninha_20260420_160857.jpg,erva_daninha,2098460,1.3333,0.1749,0.0003,299442
90_coleta_20260420_161702_erva_daninha_20260420_160857.jpg,erva_daninha,2098460,0.75,0.1749,0.0003,299442
180_coleta_20260420_161702_erva_daninha_20260420_160857.jpg,erva_daninha,2098460,1.3333,0.1749,0.0003,299442
270_coleta_20260420_161702_erva_daninha_20260420_160857.jpg,erva_daninha,2098460,0.75,0.1749,0.0003,299442
0_IMG_20260419_160205485_HDR.jpg,erva_daninha,137936,1.1324,0.0272,0.0087,14094
90_IMG_20260419_160205485_HDR.jpg,erva_daninha,137936,0.8831,0.0272,0.0087,14094
180_IMG_20260419_160205485_HDR.jpg,erva_daninha,137936,1.1324,0.0272,0.0087,14094
270_IMG_20260419_160205485_HDR.jpg,erva_daninha,137936,0.8831,0.0272,0.0087,14094
0_coleta_20260420_161639_erva_daninha_20260420_160937.jpg,erva_daninha,1798790,1.3333,0.1499,0.0024,96678
90_coleta_20260420_161639_erva_daninha_20260420_160937.jpg,erva_daninha,1798790,0.75,0.1499,0.0024,96678
180_coleta_20260420_161639_erva_daninha_20260420_160937.jpg,erva_daninha,1798790,1.3333,0.1499,0.0024,96678
270_coleta_20260420_161639_erva_daninha_20260420_160937.jpg,erva_daninha,1798790,0.75,0.1499,0.0024,96678
0_coleta_20260420_161958_erva_daninha_20260420_160027.jpg,erva_daninha,3931070,1.3333,0.3276,0.0008,245540
90_coleta_20260420_161958_erva_daninha_20260420_160027.jpg,erva_daninha,3931070,0.75,0.3276,0.0008,245540
180_coleta_20260420_161958_erva_daninha_20260420_160027.jpg,erva_daninha,3931070,1.3333,0.3276,0.0008,245540
270_coleta_20260420_161958_erva_daninha_20260420_160027.jpg,erva_daninha,3931070,0.75,0.3276,0.0008,245540
0_coleta_20260420_162104_erva_daninha_20260420_155819.jpg,erva_daninha,691652,1.229,0.0625,0.0043,45103
90_coleta_20260420_162104_erva_daninha_20260420_155819.jpg,erva_daninha,691652,0.8137,0.0625,0.0043,45103
180_coleta_20260420_162104_erva_daninha_20260420_155819.jpg,erva_daninha,691652,1.229,0.0625,0.0043,45103
270_coleta_20260420_162104_erva_daninha_20260420_155819.jpg,erva_daninha,691652,0.8137,0.0625,0.0043,45103
0_coleta_20260420_161536_erva_daninha_20260420_161142.jpg,erva_daninha,10042120,1.3333,0.8368,0.0006,445876
90_coleta_20260420_161536_erva_daninha_20260420_161142.jpg,erva_daninha,10042120,0.75,0.8368,0.0006,445876
180_coleta_20260420_161536_erva_daninha_20260420_161142.jpg,erva_daninha,10042120,1.3333,0.8368,0.0006,445876
270_coleta_20260420_161536_erva_daninha_20260420_161142.jpg,erva_daninha,10042120,0.75,0.8368,0.0006,445876
0_coleta_20260420_161643_erva_daninha_20260420_160935.jpg,erva_daninha,553304,1.3523,0.0468,0.0094,27142
90_coleta_20260420_161643_erva_daninha_20260420_160935.jpg,erva_daninha,553304,0.7395,0.0468,0.0094,27142
180_coleta_20260420_161643_erva_daninha_20260420_160935.jpg,erva_daninha,553304,1.3523,0.0468,0.0094,27142
270_coleta_20260420_161643_erva_daninha_20260420_160935.jpg,erva_daninha,553304,0.7395,0.0468,0.0094,27142
0_coleta_20260420_161512_erva_daninha_20260420_161151.jpg,erva_daninha,9302529,1.3333,0.7752,0.0004,518724
90_coleta_20260420_161512_erva_daninha_20260420_161151.jpg,erva_daninha,9302529,0.75,0.7752,0.0004,518724
180_coleta_20260420_161512_erva_daninha_20260420_161151.jpg,erva_daninha,9302529,1.3333,0.7752,0.0004,518724
270_coleta_20260420_161512_erva_daninha_20260420_161151.jpg,erva_daninha,9302529,0.75,0.7752,0.0004,518724
0_coleta_20260420_161518_erva_daninha_20260420_161148.jpg,erva_daninha,8681414,1.3333,0.7235,0.0003,585107
90_coleta_20260420_161518_erva_daninha_20260420_161148.jpg,erva_daninha,8681414,0.75,0.7235,0.0003,585107
180_coleta_20260420_161518_erva_daninha_20260420_161148.jpg,erva_daninha,8681414,1.3333,0.7235,0.0003,585107
270_coleta_20260420_161518_erva_daninha_20260420_161148.jpg,erva_daninha,8681414,0.75,0.7235,0.0003,585107
0_IMG_20260419_160045479_HDR.jpg,erva_daninha,64231,1.1165,0.0109,0.0066,11090
90_IMG_20260419_160045479_HDR.jpg,erva_daninha,64231,0.8956,0.0109,0.0066,11090
180_IMG_20260419_160045479_HDR.jpg,erva_daninha,64231,1.1165,0.0109,0.0066,11090
270_IMG_20260419_160045479_HDR.jpg,erva_daninha,64231,0.8956,0.0109,0.0066,11090
0_IMG_20260419_160015062_HDR.jpg,erva_daninha,74176,0.9811,0.0154,0.011,9190
90_IMG_20260419_160015062_HDR.jpg,erva_daninha,74176,1.0193,0.0154,0.011,9190
180_IMG_20260419_160015062_HDR.jpg,erva_daninha,74176,0.9811,0.0154,0.011,9190
270_IMG_20260419_160015062_HDR.jpg,erva_daninha,74176,1.0193,0.0154,0.011,9190
0_coleta_20260420_162119_erva_daninha_20260420_155807.jpg,erva_daninha,3758156,1.3333,0.3132,0.0002,455901
90_coleta_20260420_162119_erva_daninha_20260420_155807.jpg,erva_daninha,3758156,0.75,0.3132,0.0002,455901
180_coleta_20260420_162119_erva_daninha_20260420_155807.jpg,erva_daninha,3758156,1.3333,0.3132,0.0002,455901
270_coleta_20260420_162119_erva_daninha_20260420_155807.jpg,erva_daninha,3758156,0.75,0.3132,0.0002,455901
0_coleta_20260420_161726_erva_daninha_20260420_160814.jpg,erva_daninha,911560,1.3333,0.076,0.0017,81578
90_coleta_20260420_161726_erva_daninha_20260420_160814.jpg,erva_daninha,911560,0.75,0.076,0.0017,81578
180_coleta_20260420_161726_erva_daninha_20260420_160814.jpg,erva_daninha,911560,1.3333,0.076,0.0017,81578
270_coleta_20260420_161726_erva_daninha_20260420_160814.jpg,erva_daninha,911560,0.75,0.076,0.0017,81578
0_coleta_20260420_161733_erva_daninha_20260420_160800.jpg,erva_daninha,1012285,1.3333,0.0844,0.0014,96763
90_coleta_20260420_161733_erva_daninha_20260420_160800.jpg,erva_daninha,1012285,0.75,0.0844,0.0014,96763
180_coleta_20260420_161733_erva_daninha_20260420_160800.jpg,erva_daninha,1012285,1.3333,0.0844,0.0014,96763
270_coleta_20260420_161733_erva_daninha_20260420_160800.jpg,erva_daninha,1012285,0.75,0.0844,0.0014,96763
0_coleta_20260420_161736_erva_daninha_20260420_160747.jpg,erva_daninha,538703,1.3333,0.0449,0.0008,89393
90_coleta_20260420_161736_erva_daninha_20260420_160747.jpg,erva_daninha,538703,0.75,0.0449,0.0008,89393
180_coleta_20260420_161736_erva_daninha_20260420_160747.jpg,erva_daninha,538703,1.3333,0.0449,0.0008,89393
270_coleta_20260420_161736_erva_daninha_20260420_160747.jpg,erva_daninha,538703,0.75,0.0449,0.0008,89393
0_IMG_20260419_155926645_HDR.jpg,erva_daninha,84313,1.6556,0.0516,0.0098,10418
90_IMG_20260419_155926645_HDR.jpg,erva_daninha,84313,0.604,0.0516,0.0098,10418
180_IMG_20260419_155926645_HDR.jpg,erva_daninha,84313,1.6556,0.0516,0.0098,10418
270_IMG_20260419_155926645_HDR.jpg,erva_daninha,84313,0.604,0.0516,0.0098,10418
0_coleta_20260420_162115_erva_daninha_20260420_155811.jpg,erva_daninha,4549135,1.3333,0.3791,0.0004,396789
90_coleta_20260420_162115_erva_daninha_20260420_155811.jpg,erva_daninha,4549135,0.75,0.3791,0.0004,396789
180_coleta_20260420_162115_erva_daninha_20260420_155811.jpg,erva_daninha,4549135,1.3333,0.3791,0.0004,396789
270_coleta_20260420_162115_erva_daninha_20260420_155811.jpg,erva_daninha,4549135,0.75,0.3791,0.0004,396789
0_IMG_20260419_155907011_HDR.jpg,erva_daninha,98059,1.4218,0.03,0.0128,9826
90_IMG_20260419_155907011_HDR.jpg,erva_daninha,98059,0.7033,0.03,0.0128,9826
180_IMG_20260419_155907011_HDR.jpg,erva_daninha,98059,1.4218,0.03,0.0128,9826
270_IMG_20260419_155907011_HDR.jpg,erva_daninha,98059,0.7033,0.03,0.0128,9826
0_IMG_20260419_160007532_HDR.jpg,erva_daninha,79082,1.8942,0.0314,0.0145,8286
90_IMG_20260419_160007532_HDR.jpg,erva_daninha,79082,0.5279,0.0314,0.0145,8286
180_IMG_20260419_160007532_HDR.jpg,erva_daninha,79082,1.8942,0.0314,0.0145,8286
270_IMG_20260419_160007532_HDR.jpg,erva_daninha,79082,0.5279,0.0314,0.0145,8286
0_coleta_20260420_161530_erva_daninha_20260420_161144.jpg,erva_daninha,10617456,1.3333,0.8848,0.0015,299104
90_coleta_20260420_161530_erva_daninha_20260420_161144.jpg,erva_daninha,10617456,0.75,0.8848,0.0015,299104
180_coleta_20260420_161530_erva_daninha_20260420_161144.jpg,erva_daninha,10617456,1.3333,0.8848,0.0015,299104
270_coleta_20260420_161530_erva_daninha_20260420_161144.jpg,erva_daninha,10617456,0.75,0.8848,0.0015,299104
0_coleta_20260420_161552_erva_daninha_20260420_161104.jpg,erva_daninha,9774820,1.3333,0.8146,0.0017,272510
90_coleta_20260420_161552_erva_daninha_20260420_161104.jpg,erva_daninha,9774820,0.75,0.8146,0.0017,272510
180_coleta_20260420_161552_erva_daninha_20260420_161104.jpg,erva_daninha,9774820,1.3333,0.8146,0.0017,272510
270_coleta_20260420_161552_erva_daninha_20260420_161104.jpg,erva_daninha,9774820,0.75,0.8146,0.0017,272510
0_coleta_20260420_161454_erva_daninha_20260420_161247.jpg,erva_daninha,540411,1.3333,0.045,0.0073,30449
90_coleta_20260420_161454_erva_daninha_20260420_161247.jpg,erva_daninha,540411,0.75,0.045,0.0073,30449
180_coleta_20260420_161454_erva_daninha_20260420_161247.jpg,erva_daninha,540411,1.3333,0.045,0.0073,30449
270_coleta_20260420_161454_erva_daninha_20260420_161247.jpg,erva_daninha,540411,0.75,0.045,0.0073,30449
0_IMG_20260419_155840802_HDR.jpg,erva_daninha,123061,1.4791,0.0252,0.0063,15714
90_IMG_20260419_155840802_HDR.jpg,erva_daninha,123061,0.6761,0.0252,0.0063,15714
180_IMG_20260419_155840802_HDR.jpg,erva_daninha,123061,1.4791,0.0252,0.0063,15714
270_IMG_20260419_155840802_HDR.jpg,erva_daninha,123061,0.6761,0.0252,0.0063,15714
0_coleta_20260420_161500_erva_daninha_20260420_161226.jpg,erva_daninha,255502,1.7259,0.0318,0.0066,22128
90_coleta_20260420_161500_erva_daninha_20260420_161226.jpg,erva_daninha,255502,0.5794,0.0318,0.0066,22128
180_coleta_20260420_161500_erva_daninha_20260420_161226.jpg,erva_daninha,255502,1.7259,0.0318,0.0066,22128
270_coleta_20260420_161500_erva_daninha_20260420_161226.jpg,erva_daninha,255502,0.5794,0.0318,0.0066,22128
0_coleta_20260420_161528_erva_daninha_20260420_161145.jpg,erva_daninha,10361502,1.3333,0.8635,0.0012,335174
90_coleta_20260420_161528_erva_daninha_20260420_161145.jpg,erva_daninha,10361502,0.75,0.8635,0.0012,335174
